,season,holiday,workingday,weathersit,temp,atemp,hum,windspeed,hr,mnth,yr,prediction
4874,3,0,1,2,0.78,0.7121,0.52,0.1642,0,7,0,57.0
8377,4,0,1,1,0.4,0.4091,0.62,0.1642,17,12,0,390.0
10684,2,0,1,1,0.44,0.4394,0.72,0.194,7,3,1,367.0
16022,4,0,1,2,0.3,0.2879,0.49,0.2537,7,11,1,409.0
7388,4,0,1,1,0.46,0.4545,0.67,0.1642,11,11,0,147.0
3946,2,0,0,1,0.66,0.6061,0.78,0.0896,8,6,0,84.0
13498,3,0,0,3,0.6,0.5455,0.88,0.2537,15,7,1,457.0
15198,4,0,0,1,0.6,0.6212,0.43,0.2239,11,9,1,559.0
4991,3,0,0,1,0.78,0.7424,0.59,0.2985,21,7,0,205.0
7317,4,0,0,1,0.44,0.4394,0.54,0.0,12,11,0,343.0
7200,4,0,1,1,0.5,0.4848,0.45,0.1343,15,11,0,310.0
4715,3,0,1,1,0.74,0.697,0.7,0.0896,9,7,0,227.0
8215,4,0,1,1,0.26,0.303,0.7,0.0,23,12,0,94.0
12058,2,0,1,1,0.7,0.6515,0.61,0.0896,15,5,1,252.0
12518,2,0,0,1,0.82,0.7121,0.28,0.2836,19,6,1,423.0
7627,4,0,0,1,0.32,0.303,0.45,0.2537,10,11,0,200.0
137,1,0,1,2,0.2,0.197,0.59,0.194,23,1,0,15.0
5936,3,0,1,1,0.66,0.5909,0.89,0.0,21,9,0,171.0
10974,2,0,0,1,0.42,0.4242,0.28,0.2537,10,4,1,185.0
9611,1,0,1,2,0.26,0.2727,0.48,0.1343,10,2,1,86.0
15238,4,0,1,2,0.54,0.5152,0.88,0.194,3,10,1,13.0
10615,2,0,1,2,0.56,0.5303,0.88,0.1045,10,3,1,163.0
8000,4,0,1,1,0.32,0.3333,0.87,0.0896,0,12,0,18.0
10407,1,0,1,1,0.7,0.6364,0.32,0.0,18,3,1,782.0
4351,3,0,1,1,0.66,0.6212,0.69,0.0,5,7,0,28.0
3474,2,0,0,1,0.74,0.697,0.7,0.2836,16,5,0,273.0
4147,3,0,0,2,0.72,0.6515,0.42,0.1642,17,6,0,380.0
11571,2,0,1,2,0.56,0.5303,0.88,0.0,8,5,1,719.0
16268,4,0,1,2,0.38,0.3939,0.54,0.1642,14,11,1,181.0
10083,1,0,1,1,0.48,0.4697,0.88,0.1642,5,3,1,27.0
7728,4,0,1,2,0.42,0.4242,0.54,0.4478,15,11,0,160.0
13101,3,0,1,1,0.74,0.6667,0.51,0.0,2,7,1,13.0
17234,1,1,0,2,0.28,0.2727,0.65,0.2537,23,12,1,49.0
15362,4,0,0,3,0.42,0.4242,0.58,0.1642,7,10,1,225.0
7007,4,0,1,2,0.54,0.5152,0.64,0.194,14,10,0,188.0
16273,4,0,1,2,0.34,0.3333,0.61,0.1343,19,11,1,332.0
6729,4,0,1,3,0.54,0.5152,0.94,0.0896,23,10,0,58.0
6069,3,0,1,2,0.68,0.6364,0.65,0.1343,11,9,0,192.0
5651,3,0,0,1,0.64,0.6061,0.69,0.1045,22,8,0,106.0
16822,4,0,0,1,0.38,0.3939,0.87,0.1343,17,12,1,309.0
6387,4,0,1,1,0.7,0.6515,0.7,0.2239,17,9,0,539.0
15255,4,0,1,3,0.62,0.5455,0.94,0.1343,20,10,1,214.0
7895,4,0,1,1,0.36,0.3333,0.46,0.3284,15,11,0,137.0
1347,1,0,1,1,0.24,0.2121,0.52,0.2836,10,3,0,66.0
3128,2,0,0,2,0.52,0.5,1.0,0.1343,6,5,0,11.0
11998,2,0,0,1,0.54,0.5152,0.56,0.0896,3,5,1,33.0
6926,4,0,1,1,0.34,0.3333,0.76,0.194,5,10,0,27.0
5216,3,0,1,1,0.68,0.6364,0.61,0.0,6,8,0,101.0
16847,4,0,0,3,0.36,0.3636,0.93,0.0896,18,12,1,229.0
10584,2,0,1,1,0.52,0.5,0.83,0.0896,3,3,1,4.0
13790,3,0,1,1,0.8,0.7879,0.63,0.1642,19,8,1,595.0
15487,4,0,1,1,0.54,0.5152,0.39,0.4627,12,10,1,371.0
3421,2,0,1,2,0.74,0.6818,0.55,0.3284,11,5,0,151.0
5567,3,0,1,1,0.7,0.6515,0.61,0.3582,21,8,0,173.0
11513,2,0,0,1,0.5,0.4848,0.45,0.0,22,4,1,274.0
8878,1,0,1,1,0.38,0.3939,0.46,0.1045,19,1,1,313.0
14898,3,0,1,3,0.6,0.5152,0.94,0.2537,23,9,1,73.0
10203,1,0,1,1,0.18,0.1818,0.51,0.2239,5,3,1,12.0
9123,1,0,0,4,0.14,0.1364,0.86,0.194,1,1,1,24.0
16050,4,0,1,1,0.32,0.3333,0.45,0.1343,11,11,1,146.0
12672,2,0,0,1,0.54,0.5152,0.68,0.1343,5,6,1,8.0
3984,2,0,0,1,0.66,0.6061,0.78,0.2239,22,6,0,190.0
6104,3,0,1,1,0.48,0.4697,0.67,0.0896,22,9,0,143.0
4461,3,0,0,1,0.76,0.697,0.55,0.1642,19,7,0,326.0
12733,2,0,1,1,0.8,0.7576,0.55,0.1642,18,6,1,811.0
16776,4,0,1,1,0.26,0.2576,0.6,0.194,19,12,1,402.0
10496,1,0,0,2,0.44,0.4394,0.82,0.1642,11,3,1,503.0
2298,2,0,0,1,0.5,0.4848,0.77,0.2239,15,4,0,266.0
10048,1,0,1,1,0.42,0.4242,0.26,0.0896,17,2,1,449.0
11376,2,0,1,1,0.3,0.2879,0.7,0.194,5,4,1,24.0
960,1,0,0,1,0.34,0.303,0.29,0.4179,15,2,0,145.0
10390,1,0,1,1,0.52,0.5,0.63,0.0896,1,3,1,49.0
2300,2,0,0,2,0.52,0.5,0.72,0.194,17,4,0,376.0
5098,3,0,1,1,0.7,0.6515,0.65,0.2239,8,8,0,347.0
8354,4,0,1,1,0.36,0.3485,0.5,0.194,18,12,0,378.0
13713,3,0,1,1,0.8,0.7424,0.49,0.2239,14,7,1,260.0
3903,2,0,1,2,0.72,0.6667,0.54,0.2537,13,6,0,164.0
5461,3,0,0,1,0.72,0.6667,0.58,0.0,11,8,0,391.0
5905,3,0,1,2,0.7,0.6667,0.79,0.3582,14,9,0,112.0
3070,2,0,1,1,0.6,0.6061,0.64,0.194,20,5,0,227.0
5434,3,0,1,2,0.66,0.6061,0.83,0.0,8,8,0,404.0
2308,2,0,1,1,0.46,0.4545,0.94,0.2836,1,4,0,7.0
970,1,0,0,1,0.2,0.2273,0.59,0.0896,1,2,0,27.0
10280,1,0,1,2,0.34,0.2879,0.36,0.4925,10,3,1,103.0
6805,4,0,0,1,0.42,0.4242,0.54,0.1343,3,10,0,20.0
3204,2,0,1,3,0.54,0.5152,0.88,0.2836,10,5,0,104.0
12064,2,0,1,1,0.62,0.5909,0.78,0.1343,21,5,1,299.0
13501,3,0,0,2,0.6,0.5455,0.88,0.194,18,7,1,264.0
6436,4,0,1,1,0.58,0.5455,0.49,0.3582,18,9,0,465.0
10663,2,0,0,2,0.4,0.4091,0.87,0.3284,10,3,1,291.0
361,1,0,0,1,0.26,0.2273,0.35,0.2985,13,1,0,75.0
4807,3,0,0,1,0.78,0.7576,0.66,0.0896,5,7,0,6.0
6434,4,0,1,1,0.62,0.6212,0.53,0.2239,16,9,0,304.0
16894,4,0,1,1,0.32,0.303,0.53,0.2239,17,12,1,627.0
736,1,0,1,1,0.2,0.1515,0.44,0.5224,1,2,0,1.0
13800,3,0,1,1,0.66,0.6061,0.83,0.1642,5,8,1,45.0
7884,4,0,1,1,0.3,0.2879,0.75,0.2239,4,11,0,4.0
4464,3,0,0,1,0.72,0.6818,0.62,0.1642,22,7,0,201.0
4202,3,0,1,2,0.68,0.6364,0.79,0.2836,0,6,0,63.0
450,1,0,1,1,0.26,0.2273,0.56,0.3284,19,1,0,118.0
8722,1,0,1,1,0.02,0.0455,0.41,0.1642,6,1,1,80.0
4256,3,0,1,1,0.62,0.6061,0.61,0.1343,6,7,0,130.0
11935,2,0,1,1,0.6,0.6212,0.43,0.194,12,5,1,263.0
8201,4,0,1,1,0.26,0.2576,0.6,0.1642,9,12,0,225.0
16628,4,0,1,2,0.42,0.4242,0.38,0.1045,15,11,1,251.0
1632,1,0,0,1,0.46,0.4545,0.38,0.3881,13,3,0,194.0
13540,3,0,1,2,0.74,0.7121,0.74,0.1343,9,7,1,293.0
3501,2,1,0,2,0.52,0.5,0.48,0.1045,19,5,0,387.0
9363,1,0,1,1,0.3,0.2727,0.42,0.2985,1,1,1,15.0
744,1,0,1,1,0.18,0.1515,0.43,0.3284,10,2,0,64.0
8846,1,0,1,1,0.24,0.2879,0.6,0.0,10,1,1,85.0
7639,4,0,0,2,0.38,0.3939,0.62,0.1642,22,11,0,65.0
1350,1,0,1,1,0.32,0.3485,0.39,0.0,13,3,0,94.0
16642,4,0,0,1,0.24,0.2576,0.87,0.0896,5,12,1,6.0
14614,3,0,1,1,0.7,0.6667,0.84,0.1045,3,9,1,10.0
11059,2,0,1,1,0.36,0.3333,0.4,0.4179,23,4,1,64.0
13741,3,0,1,1,0.76,0.697,0.55,0.2836,18,7,1,877.0
11732,2,0,1,2,0.6,0.5758,0.78,0.2537,1,5,1,23.0
12264,2,0,1,1,0.62,0.6061,0.69,0.2537,5,5,1,41.0
3616,2,0,0,1,0.74,0.6515,0.33,0.2239,14,6,0,506.0
11208,2,0,1,1,0.6,0.6212,0.53,0.2537,5,4,1,40.0
16261,4,0,1,2,0.3,0.2879,0.65,0.194,7,11,1,367.0
12313,2,0,0,2,0.5,0.4848,0.77,0.194,6,6,1,47.0
3,1,0,0,1,0.24,0.2879,0.75,0.0,3,1,0,18.0
9329,1,0,0,1,0.36,0.3333,0.25,0.2836,15,1,1,314.0
13786,3,0,1,1,0.78,0.7424,0.62,0.4627,15,8,1,324.0
5120,3,0,0,1,0.64,0.5758,0.89,0.1045,6,8,0,37.0
12381,2,0,1,3,0.52,0.5,0.72,0.2985,2,6,1,11.0
6433,4,0,1,1,0.64,0.6212,0.5,0.2836,15,9,0,182.0
8809,1,0,0,1,0.44,0.4394,0.44,0.2239,21,1,1,148.0
12563,2,0,1,2,0.66,0.5909,0.89,0.2836,16,6,1,332.0
14550,3,1,0,2,0.74,0.697,0.7,0.2836,11,9,1,476.0
7070,4,0,1,3,0.48,0.4697,0.88,0.0896,5,10,0,20.0
16530,4,0,1,1,0.42,0.4242,0.35,0.1045,12,11,1,217.0
4113,3,0,0,1,0.64,0.6212,0.57,0.2836,7,6,0,31.0
5504,3,0,1,1,0.66,0.6212,0.61,0.2985,6,8,0,119.0
878,1,0,1,1,0.1,0.1061,0.36,0.2239,1,2,0,7.0
10367,1,0,1,3,0.52,0.5,0.72,0.2985,2,3,1,5.0
12751,2,0,1,1,0.86,0.803,0.47,0.1642,12,6,1,300.0
17011,4,0,0,2,0.38,0.3939,0.76,0.1343,14,12,1,338.0
3335,2,0,1,1,0.64,0.5758,0.89,0.2239,21,5,0,171.0
2622,2,0,0,1,0.5,0.4848,0.94,0.0896,4,4,0,12.0
7772,4,0,1,1,0.4,0.4091,0.66,0.1045,11,11,0,117.0
1510,1,0,1,1,0.18,0.197,0.64,0.1343,7,3,0,83.0
11931,2,0,1,1,0.52,0.5,0.55,0.4478,8,5,1,745.0
5948,3,0,0,1,0.64,0.5909,0.78,0.2985,9,9,0,189.0
6670,4,1,0,2,0.7,0.6515,0.48,0.0896,12,10,0,365.0
9096,1,0,1,2,0.26,0.2273,0.44,0.4179,22,1,1,33.0
6512,4,0,1,2,0.4,0.4091,0.82,0.0,22,10,0,137.0
4572,3,0,1,1,0.7,0.6364,0.42,0.2537,10,7,0,126.0
11646,2,0,0,1,0.7,0.6515,0.58,0.0896,11,5,1,499.0
11503,2,0,0,1,0.48,0.4697,0.44,0.1045,12,4,1,606.0
3733,2,0,1,1,0.9,0.8485,0.42,0.2239,11,6,0,134.0
3684,2,0,1,2,0.76,0.6818,0.48,0.194,10,6,0,118.0
6258,4,0,1,3,0.62,0.5455,0.94,0.1343,8,9,0,195.0
3059,2,0,1,2,0.5,0.4848,0.77,0.2836,9,5,0,172.0
14237,3,0,1,1,0.66,0.6212,0.61,0.1045,10,8,1,208.0
4694,3,0,1,1,0.84,0.8182,0.56,0.0896,12,7,0,120.0
11438,2,0,1,2,0.54,0.5152,0.77,0.2239,19,4,1,471.0
15500,4,0,0,1,0.34,0.3333,0.53,0.1343,1,10,1,154.0
11776,2,0,1,1,0.5,0.4848,0.42,0.194,21,5,1,256.0
2856,2,0,1,2,0.58,0.5455,0.6,0.3881,22,5,0,179.0
15264,4,0,1,2,0.62,0.5455,0.94,0.1045,5,10,1,39.0
14606,3,0,1,1,0.74,0.697,0.7,0.1642,19,9,1,552.0
708,1,0,1,2,0.22,0.2273,0.87,0.1343,21,2,0,27.0
1210,1,0,1,1,0.26,0.2879,0.35,0.0896,12,2,0,84.0
12387,2,0,1,2,0.48,0.4697,0.77,0.2239,8,6,1,684.0
12066,2,0,1,1,0.62,0.5909,0.73,0.1045,23,5,1,133.0
7874,4,0,1,2,0.4,0.4091,0.82,0.2985,18,11,0,354.0
11191,2,1,0,1,0.68,0.6364,0.57,0.2537,12,4,1,263.0
346,1,0,0,2,0.3,0.3182,0.42,0.1045,22,1,0,37.0
12909,3,0,1,1,0.56,0.5303,0.49,0.1343,2,6,1,12.0
10428,1,0,1,1,0.72,0.6515,0.32,0.2239,15,3,1,264.0
2519,2,0,1,2,0.5,0.4848,0.72,0.1343,21,4,0,163.0
11782,2,0,1,1,0.46,0.4545,0.41,0.2836,3,5,1,9.0
9419,1,0,1,3,0.38,0.3939,0.87,0.0,9,2,1,244.0
5106,3,0,1,1,0.8,0.7424,0.49,0.2537,16,8,0,327.0
16733,4,0,1,1,0.5,0.4848,0.59,0.2836,0,12,1,70.0
14668,3,0,0,1,0.7,0.6667,0.74,0.3881,9,9,1,229.0
11086,2,0,1,1,0.32,0.303,0.61,0.2537,3,4,1,2.0
7917,4,0,1,1,0.4,0.4091,0.4,0.2239,13,12,0,199.0
2935,2,0,0,1,0.46,0.4545,0.59,0.1343,5,5,0,5.0
937,1,0,1,1,0.3,0.2879,0.28,0.194,16,2,0,84.0
11772,2,0,1,1,0.6,0.6212,0.31,0.3881,17,5,1,812.0
7159,4,0,0,1,0.3,0.3333,0.75,0.0,22,10,0,144.0
2420,2,1,0,2,0.46,0.4545,0.67,0.3881,18,4,0,31.0
6532,4,0,1,1,0.54,0.5152,0.64,0.2836,18,10,0,486.0
6883,4,0,1,3,0.52,0.5,0.88,0.4925,10,10,0,202.0
8612,1,0,1,1,0.42,0.4242,0.44,0.0,15,12,0,107.0
5478,3,0,0,1,0.68,0.6364,0.83,0.2239,4,8,0,4.0
13176,3,0,0,1,0.78,0.7424,0.62,0.0,5,7,1,13.0
6173,3,0,1,2,0.56,0.5303,0.68,0.1045,19,9,0,315.0
2025,2,0,1,2,0.3,0.303,0.49,0.1343,6,3,0,41.0
2929,2,0,1,1,0.44,0.4394,0.82,0.1343,23,5,0,146.0
10894,2,0,1,1,0.46,0.4545,0.51,0.0,2,4,1,11.0
8390,1,0,1,2,0.36,0.3788,0.87,0.0,6,12,0,64.0
4040,3,0,1,1,0.66,0.6061,0.83,0.0,6,6,0,93.0
13555,3,0,1,1,0.7,0.6667,0.74,0.1343,0,7,1,67.0
9683,1,0,1,1,0.14,0.1515,0.5,0.1343,10,2,1,99.0
6188,3,0,1,3,0.56,0.5303,0.88,0.1642,10,9,0,36.0
11416,2,0,1,1,0.52,0.5,0.52,0.1343,21,4,1,221.0
3032,2,0,1,1,0.46,0.4545,0.82,0.1343,6,5,0,126.0
6879,4,0,1,3,0.52,0.5,0.83,0.2537,6,10,0,46.0
12496,2,0,0,1,0.74,0.6515,0.4,0.194,21,6,1,316.0
6398,4,0,1,2,0.6,0.5455,0.88,0.194,4,9,0,6.0
16194,4,1,0,1,0.56,0.5303,0.64,0.2239,12,11,1,382.0
15516,4,0,0,1,0.46,0.4545,0.38,0.1642,17,10,1,497.0
8117,4,0,1,1,0.3,0.3333,0.75,0.0,21,12,0,168.0
10583,2,0,1,1,0.52,0.5,0.83,0.0896,2,3,1,4.0
16338,4,0,0,1,0.4,0.4091,0.62,0.2836,12,11,1,447.0
13138,3,0,1,1,0.92,0.8182,0.29,0.194,15,7,1,221.0
1739,1,0,1,1,0.36,0.3485,0.71,0.194,3,3,0,3.0
15810,4,0,1,2,0.54,0.5152,0.83,0.1343,23,10,1,105.0
2238,2,0,1,3,0.34,0.3333,0.76,0.1642,3,4,0,1.0
795,1,0,0,3,0.22,0.2727,1.0,0.0,14,2,0,60.0
900,1,0,1,3,0.14,0.1364,0.86,0.194,0,2,0,2.0
2771,2,0,0,1,0.44,0.4394,0.51,0.3582,9,4,0,279.0
13611,3,0,1,2,0.7,0.6667,0.74,0.2537,8,7,1,760.0
1261,1,0,1,1,0.32,0.2727,0.49,0.7463,17,2,0,206.0
5566,3,0,1,1,0.72,0.6667,0.58,0.2985,20,8,0,280.0
47,1,0,1,1,0.22,0.197,0.44,0.3582,0,1,0,16.0
16562,4,0,1,1,0.26,0.2273,0.75,0.3284,20,11,1,223.0
12093,2,0,1,1,0.6,0.5455,0.88,0.0,2,5,1,5.0
6193,3,0,1,2,0.62,0.5909,0.78,0.1045,15,9,0,152.0
11716,2,0,1,2,0.56,0.5303,0.68,0.3582,9,5,1,352.0
12455,2,0,1,1,0.52,0.5,0.63,0.0,4,6,1,8.0
967,1,0,0,1,0.24,0.2576,0.44,0.0896,22,2,0,21.0
2589,2,0,1,3,0.32,0.303,0.93,0.2239,19,4,0,130.0
4034,3,0,1,1,0.66,0.6061,0.78,0.194,0,6,0,32.0
2712,2,0,1,2,0.62,0.5606,0.88,0.3284,22,4,0,107.0
13202,3,0,1,3,0.66,0.6061,0.83,0.2239,7,7,1,303.0
5960,3,0,0,1,0.64,0.5909,0.78,0.0896,21,9,0,127.0
17314,1,0,0,2,0.26,0.2424,0.7,0.1343,7,12,1,19.0
11463,2,0,1,1,0.46,0.4545,0.31,0.2836,20,4,1,252.0
856,1,0,1,3,0.28,0.2727,0.93,0.1642,3,2,0,1.0
2051,2,0,1,2,0.24,0.2273,1.0,0.2537,8,3,0,211.0
9929,1,0,1,1,0.54,0.5152,0.37,0.1343,18,2,1,526.0
11274,2,0,1,1,0.5,0.4848,0.63,0.1045,23,4,1,93.0
4338,3,1,0,1,0.82,0.7424,0.41,0.0,16,7,0,416.0
6417,4,0,1,1,0.52,0.5,0.77,0.1045,23,9,0,74.0
9115,1,0,1,2,0.22,0.2576,0.32,0.0896,17,1,1,164.0
836,1,0,1,1,0.18,0.2424,0.86,0.0,7,2,0,96.0
3120,2,0,0,3,0.54,0.5152,0.94,0.1642,22,5,0,45.0
12697,2,0,1,3,0.52,0.5,0.88,0.1343,6,6,1,141.0
9193,1,0,1,2,0.28,0.2576,0.93,0.3284,23,1,1,60.0
14118,3,0,1,1,0.76,0.6667,0.37,0.0896,11,8,1,260.5
4660,3,0,1,1,0.66,0.6061,0.83,0.2239,2,7,0,16.0
16322,4,0,0,2,0.34,0.3485,0.66,0.0896,20,11,1,198.0
7757,4,1,0,1,0.36,0.3485,0.76,0.1642,20,11,0,109.0
1493,1,0,1,1,0.32,0.2879,0.36,0.4179,14,3,0,70.0
16145,4,0,0,1,0.4,0.4091,0.58,0.1045,11,11,1,423.0
12762,2,0,1,1,0.78,0.7424,0.59,0.1045,23,6,1,152.0
1020,1,0,1,1,0.22,0.1818,0.32,0.4627,5,2,0,8.0
3532,2,0,1,1,0.7,0.6667,0.79,0.1642,2,6,0,38.0
10034,1,0,1,1,0.4,0.4091,0.32,0.3582,3,2,1,4.0
2232,2,0,1,2,0.44,0.4394,0.67,0.2836,21,4,0,78.0
6526,4,0,1,1,0.56,0.5303,0.56,0.2985,12,10,0,173.0
928,1,0,1,1,0.08,0.1667,0.73,0.0,7,2,0,96.0
17042,4,0,1,2,0.42,0.4242,0.94,0.1343,21,12,1,64.0
6769,4,0,1,1,0.62,0.6212,0.43,0.2836,15,10,0,235.0
5025,3,0,1,1,0.72,0.6667,0.61,0.2836,7,8,0,343.0
6180,3,0,1,2,0.54,0.5152,0.88,0.1642,2,9,0,2.0
13155,3,0,0,1,0.82,0.8333,0.63,0.194,8,7,1,142.0
11089,2,0,1,1,0.3,0.2879,0.65,0.2537,6,4,1,80.0
11547,2,0,1,2,0.52,0.5,0.94,0.2836,8,5,1,474.0
7231,4,0,1,1,0.36,0.3485,0.71,0.1343,22,11,0,58.0
4800,3,0,0,1,0.8,0.7727,0.59,0.194,22,7,0,201.0
1870,2,0,1,2,0.4,0.4091,0.76,0.2239,17,3,0,217.0
1397,1,0,1,1,0.22,0.2273,0.25,0.1343,12,3,0,71.0
5689,3,0,1,1,0.72,0.6515,0.37,0.0,12,8,0,218.0
10162,1,0,0,1,0.34,0.303,0.42,0.3582,12,3,1,357.0
14839,3,0,0,1,0.66,0.6212,0.36,0.3582,12,9,1,715.0
7919,4,0,1,1,0.4,0.4091,0.4,0.2239,15,12,0,199.0
9918,1,0,1,1,0.36,0.3485,0.81,0.2239,7,2,1,268.0
13354,3,0,0,1,0.86,0.803,0.47,0.1343,15,7,1,475.0
14777,3,0,1,1,0.56,0.5303,0.64,0.0896,22,9,1,287.0
12491,2,0,0,1,0.82,0.697,0.24,0.194,16,6,1,508.0
5421,3,0,1,1,0.66,0.6061,0.83,0.1045,19,8,0,372.0
4226,3,0,1,1,0.66,0.6212,0.5,0.1642,0,6,0,63.0
7606,4,0,1,1,0.34,0.3182,0.31,0.2239,13,11,0,165.0
13757,3,0,1,1,0.72,0.6818,0.66,0.0896,10,8,1,227.0
10414,1,0,1,1,0.5,0.4848,0.59,0.1045,1,3,1,49.0
15100,4,0,1,1,0.6,0.6061,0.64,0.194,9,9,1,426.0
11976,2,0,0,1,0.46,0.4545,0.67,0.0,5,5,1,7.0
13667,3,0,0,1,0.86,0.7727,0.39,0.2239,16,7,1,495.0
16842,4,0,0,2,0.38,0.3939,0.87,0.2836,13,12,1,232.0
3980,2,0,0,2,0.74,0.6818,0.58,0.0896,18,6,0,363.0
8114,4,0,1,1,0.34,0.3636,0.61,0.0,18,12,0,362.0
88,1,0,1,1,0.24,0.2576,0.48,0.1045,20,1,0,119.0
13736,3,0,1,1,0.8,0.7576,0.55,0.2836,13,7,1,260.0
14391,3,0,1,1,0.74,0.697,0.7,0.194,20,8,1,513.0
2319,2,0,1,2,0.64,0.6061,0.69,0.4179,13,4,0,145.0
10657,2,0,0,2,0.42,0.4242,0.94,0.3284,4,3,1,8.0
8538,1,0,1,3,0.3,0.3182,0.81,0.0896,12,12,0,20.0
535,1,0,1,1,0.1,0.1212,0.46,0.1343,11,1,0,41.0
9682,1,0,1,1,0.12,0.1364,0.5,0.194,9,2,1,270.0
4097,3,0,1,1,0.82,0.7273,0.34,0.3881,15,6,0,170.0
3706,2,0,1,1,0.76,0.7121,0.58,0.1642,8,6,0,406.0
5379,3,0,1,1,0.64,0.6061,0.73,0.1642,1,8,0,16.0
5610,3,0,1,1,0.78,0.7424,0.62,0.1045,16,8,0,281.0
15330,4,0,1,1,0.58,0.5455,0.78,0.2239,23,10,1,180.0
10715,2,0,1,1,0.4,0.4091,0.24,0.1343,14,3,1,200.0
16221,4,0,1,1,0.4,0.4091,0.4,0.2985,15,11,1,290.0
10594,2,0,1,1,0.58,0.5455,0.78,0.0896,13,3,1,301.0
12367,2,0,1,1,0.64,0.6212,0.41,0.4478,12,6,1,334.0
3063,2,0,1,2,0.62,0.6212,0.57,0.2985,13,5,0,169.0
12417,2,0,1,1,0.64,0.6212,0.38,0.0,14,6,1,270.0
4345,3,1,0,2,0.72,0.6818,0.7,0.1045,23,7,0,72.0
6422,4,0,1,1,0.52,0.5,0.83,0.194,4,9,0,5.0
7201,4,0,1,1,0.48,0.4697,0.44,0.1642,16,11,0,201.0
5667,3,0,1,1,0.7,0.6364,0.42,0.0,14,8,0,256.0
15464,4,0,1,1,0.5,0.4848,0.31,0.1045,13,10,1,323.0
8451,1,0,1,1,0.34,0.3333,0.53,0.194,19,12,0,90.0
8724,1,0,1,1,0.02,0.0606,0.44,0.1343,8,1,1,493.0
2054,2,0,1,3,0.28,0.2727,0.93,0.194,11,3,0,90.0
15314,4,0,1,1,0.52,0.5,0.83,0.1045,7,10,1,526.0
9453,1,0,1,1,0.34,0.3485,0.49,0.1045,19,2,1,251.0
10923,2,0,1,1,0.34,0.3333,0.49,0.194,7,4,1,406.0
12106,2,0,1,1,0.74,0.6818,0.55,0.2537,15,5,1,367.0
6428,4,0,1,1,0.6,0.6061,0.64,0.0,10,9,0,102.0
10085,1,0,1,2,0.44,0.4394,0.94,0.1343,7,3,1,368.0
3827,2,0,1,1,0.62,0.6212,0.46,0.3582,9,6,0,193.0
5639,3,0,0,1,0.7,0.6515,0.61,0.6119,10,8,0,322.0
196,1,0,0,1,0.16,0.1212,0.4,0.5224,11,1,0,116.0
12660,2,0,0,2,0.72,0.6515,0.37,0.2537,17,6,1,560.0
12591,2,0,1,1,0.68,0.6364,0.36,0.4179,20,6,1,478.0
7672,4,0,1,2,0.46,0.4545,0.94,0.1642,7,11,0,234.0
7436,4,1,0,1,0.34,0.2879,0.42,0.4925,11,11,0,239.0
9932,1,0,1,1,0.44,0.4394,0.51,0.2239,21,2,1,188.0
4999,3,0,1,1,0.66,0.6061,0.83,0.1045,5,8,0,23.0
5182,3,0,1,1,0.8,0.7576,0.55,0.0,20,8,0,284.0
12372,2,0,1,1,0.64,0.6212,0.38,0.4478,17,6,1,857.0
5049,3,0,1,2,0.74,0.6667,0.51,0.2239,7,8,0,315.0
3821,2,0,1,1,0.6,0.6061,0.6,0.4925,3,6,0,2.0
16372,4,0,1,1,0.34,0.3485,0.66,0.1045,22,11,1,163.0
7514,4,0,1,1,0.62,0.6212,0.46,0.2537,17,11,0,591.0
7852,4,0,1,2,0.54,0.5152,0.73,0.2537,20,11,0,113.0
12095,2,0,1,2,0.6,0.5455,0.88,0.1642,4,5,1,4.0
6015,3,0,1,1,0.56,0.5303,0.88,0.0,5,9,0,24.0
13084,3,1,0,1,0.76,0.697,0.52,0.0,9,7,1,219.0
16547,4,0,1,2,0.3,0.2879,0.81,0.2239,5,11,1,18.0
10212,1,0,1,1,0.32,0.303,0.36,0.2239,14,3,1,166.0
9102,1,0,1,1,0.22,0.2424,0.6,0.1045,4,1,1,5.0
13225,3,0,1,2,0.68,0.6364,0.79,0.1045,6,7,1,150.0
4688,3,0,1,2,0.72,0.697,0.74,0.1045,6,7,0,102.0
16760,4,0,1,1,0.22,0.2273,0.55,0.194,3,12,1,2.0
99,1,0,1,1,0.2,0.1818,0.4,0.2985,8,1,0,217.0
10892,2,0,1,1,0.48,0.4697,0.48,0.0,0,4,1,39.0
17083,4,0,1,1,0.42,0.4242,0.5,0.194,14,12,1,213.0
14769,3,0,1,1,0.7,0.6364,0.37,0.1642,14,9,1,296.0
12025,2,0,1,3,0.56,0.5303,0.88,0.2985,6,5,1,92.0
6832,4,0,1,1,0.5,0.4848,0.55,0.2537,6,10,0,114.0
13105,3,0,1,1,0.72,0.6667,0.58,0.0,6,7,1,193.0
1121,1,0,0,1,0.44,0.4394,0.16,0.5821,11,2,0,171.0
2250,2,0,1,3,0.34,0.3182,0.87,0.2239,15,4,0,15.0
4401,3,0,1,2,0.66,0.5909,0.89,0.1045,7,7,0,282.0
1767,1,0,0,1,0.42,0.4242,0.47,0.4925,8,3,0,256.0
11449,2,0,1,1,0.4,0.4091,0.43,0.2537,6,4,1,123.0
6178,3,0,1,2,0.56,0.5303,0.73,0.1642,0,9,0,16.0
8015,4,0,1,2,0.46,0.4545,0.72,0.0896,15,12,0,133.0
13037,3,0,1,1,0.8,0.7273,0.43,0.2537,10,7,1,222.0
